"Candidat-e","Civ.","Nom","Prénom","Mandat","Département ou collectivité","Commune ou circonscription","Publication"
"FILLON François","M","ROUSSEZ","Pierre","Maire","Pas-de-Calais","Hénin-sur-Cojeul","01/03/2017"
"FILLON François","M","ROSO","Emilien","Maire","Lot-et-Garonne","Allemans-du-Dropt","01/03/2017"
"FILLON François","Mme","HUMMEL","Christiane","Sénateur/trice","Var","","01/03/2017"
"FILLON François","M","DOR","Jean-Louis","Maire","Oise","Abancourt","01/03/2017"
"FILLON François","M","LAGIER","Christian","Maire","Val-d'Oise","Piscop","01/03/2017"
"FILLON François","M","TAMBAY","Patrick","Conseiller/ère départemental-e","Alpes-Maritimes","","01/03/2017"
"FILLON François","M","LAURISTON","Charles-Edouard","Maire","Aisne","Frières-Faillouël","01/03/2017"
"FILLON François","Mme","DUCOS","Laurence","Conseiller/ère départemental-e","Lot-et-Garonne","","01/03/2017"
"FILLON François","M","FOUTRY","Luc","Maire","Nord","Attiches","01/03/2017"
"FILLON François","Mme","PAIN","Isabelle","Conseiller/ère régional-e","Indre-et-Loire","Centre-Val de Loire","01/03/2017"
"FILLON François","M","DUVERGER","Philippe","Maire","Gironde","Saint-Germain-de-la-Rivière","01/03/2017"
"FILLON François","Mme","JALAISE","Colette","Conseiller/ère départemental-e","Tarn-et-Garonne","","01/03/2017"
"FILLON François","M","LARDIN","Serge","Maire","Aube","Arcis-sur-Aube","01/03/2017"
"FILLON François","Mme","CAVECCHI","Marie-Christine","Conseiller/ère départemental-e","Val-d'Oise","","01/03/2017"
"FILLON François","M","VALLEE","Thierry","Conseiller/ère départemental-e","Cher","","01/03/2017"
"FILLON François","M","HURE","Benoît","Sénateur/trice","Ardennes","","01/03/2017"
"FILLON François","M","LEROY","Philippe","Maire","Seine-Maritime","Franqueville-Saint-Pierre","01/03/2017"
"FILLON François","M","BAIL","Romain","Maire","Calvados","Ouistreham","01/03/2017"
"FILLON François","M","VILLAIN","Stéphane","Conseiller/ère départemental-e","Charente-Maritime","","01/03/2017"
"FILLON François","M","CHEMIN","Jean-Marc","Maire","Lot-et-Garonne","Rives","01/03/2017"
"FILLON François","M","TOULOUSE","André","Maire","Val-d'Oise","Roissy-en-France","01/03/2017"
"FILLON François","M","TETARD","Ghislain","Conseiller/ère régional-e","Pas-de-Calais","Hauts-de-France","01/03/2017"
"FILLON François","M","GABELLE","Jean-Pierre","Conseiller/ère départemental-e","Loiret","","01/03/2017"
"FILLON François","M","GERMAIN","Patrice","Maire","Calvados","Basseneville","01/03/2017"
"FILLON François","Mme","LHOPITAL","Monique","Maire","Sarthe","Fontenay-sur-Vègre","01/03/2017"
"FILLON François","Mme","FAUQUET","Christine","Maire","Indre-et-Loire","Saint-Règle","01/03/2017"
"FILLON François","M","BEMELS","Pierre","Maire","Val-d'Oise","Presles","01/03/2017"
"FILLON François","M","LEGENDRE","Jacques","Sénateur/trice","Nord","","01/03/2017"
"FILLON François","Mme","HAREL","Marie-Laure","Membre du Conseil de Paris","Paris","","01/03/2017"
"FILLON François","M","AVEROUS","Gil","Maire","Indre","Châteauroux","01/03/2017"
"FILLON François","M","CAUPIN","Gilles","Maire","Seine-et-Marne","Treuzy-Levelay","01/03/2017"
"FILLON François","M","PERRIN","François","Maire","Côte-d'Or","Bonnencontre","01/03/2017"
"FILLON François","M","STURNI","Claude","Député-e","Bas-Rhin","9e","01/03/2017"
"FILLON François","M","DETOURNAY","Alain","Maire","Nord","Comines","01/03/2017"
"FILLON François","M","JEANNENEZ","Patrick","Conseiller/ère départemental-e","Calvados","","01/03/2017"
"FILLON François","M","BRAYER","Jean-Claude","Maire","Haute-Marne","Illoud","01/03/2017"
"FILLON François","M","FAURE-SOULET","Jean-Paul","Maire","Val-de-Marne","La Queue-en-Brie","01/03/2017"
"FILLON François","Mme","SIBERTIN-BLANC","Marie-Agnès","Maire","Hérault","Popian","01/03/2017"
"FILLON François","M","SURONNE","Christian","Maire","Seine-Maritime","Auffay","01/03/2017"
"FILLON François","M","LELEU","Philippe","Maire","Pas-de-Calais","Wirwignes","01/03/2017"
"FILLON François","M","DAVID","Sébastien","Conseiller/ère départemental-e","Aveyron","","01/03/2017"
"FILLON François","M","DUTACQ","Jean","Maire","Calvados","Reux","01/03/2017"
"FILLON François","Mme","ASSOULINE","Michèle","Membre du Conseil de Paris","Paris","","01/03/2017"
"FILLON François","M","MARTIN","Laurent","Maire","Gard","Fressac","01/03/2017"
"FILLON François","M","DARTEVELLE","Jean-Pierre","Conseiller/ère régional-e","Doubs","Bourgogne-Franche-Comté","01/03/2017"
"FILLON François","M","TORCHE","Didier","Maire","Sarthe","Cormes","01/03/2017"
"FILLON François","M","ROSSI","José","Membre de l'assemblée de Corse","Corse du Sud","Corse","01/03/2017"
"FILLON François","Mme","DORMOY","Emmanuelle","Conseiller/ère régional-e","Calvados","Normandie","01/03/2017"
"FILLON François","Mme","CIUNTU","Marie-Carole","Maire","Val-de-Marne","Sucy-en-Brie","01/03/2017"
"FILLON François","M","BOULIN","Franck","Maire","Gironde","Saint-Laurent-du-Plan","01/03/2017"
"FILLON François","M","GATTI","Régis","Maire","Bouches-du-Rhône","Aureille","01/03/2017"
"FILLON François","M","CHEVALLIER","Samuel","Conseiller/ère départemental-e","Sarthe","","01/03/2017"
"FILLON François","M","LEMOINE","Pascal","Maire","Aube","Fontaine","01/03/2017"
"FILLON François","M","BOEDEC","Yannick","Maire","Val-d'Oise","Cormeilles-en-Parisis","01/03/2017"
"FILLON François","M","BAUDENS","Jean Pierre","Maire","Nord","Saint-Momelin","01/03/2017"
"FILLON François","M","FAIVRE","Philippe","Conseiller/ère départemental-e","Vosges","","01/03/2017"
"FILLON François","Mme","BALLESTEROS","Céline","Conseiller/ère départemental-e","Indre-et-Loire","","01/03/2017"
"FILLON François","M","DEBRE","Bernard","Député-e","Paris","4e","01/03/2017"
"FILLON François","M","FRICOUT","Michel","Conseiller/ère départemental-e","Calvados","","01/03/2017"
"FILLON François","Mme","PELISSIER","Véronique","Conseiller/ère départemental-e","Val-d'Oise","","01/03/2017"
"FILLON François","M","SUBRINI","Paul","Conseiller/ère départemental-e","Hauts-de-Seine","","01/03/2017"
"FILLON François","M","DURANT","Marcel","Maire","Gironde","Fronsac","01/03/2017"
"FILLON François","M","ARDHUIN","Philippe","Maire","Bouches-du-Rhône","Simiane-Collongue","01/03/2017"
"FILLON François","Mme","CEYRAC","Sylvie","Membre du Conseil de Paris","Paris","","01/03/2017"
"FILLON François","M","LAINE","Yves","Maire","Loire-Atlantique","Le Pouliguen","01/03/2017"
"FILLON François","M","MONTAGNAC","Jean","Maire","Bouches-du-Rhône","Carry-le-Rouet","01/03/2017"
"FILLON François","Mme","COULON","Laurence","Conseiller/ère départemental-e","Val-de-Marne","","01/03/2017"
"FILLON François","M","LENORMAND","Alain","Maire","Orne","La Ferrière-Bochard","01/03/2017"
"FILLON François","M","CHATELIER","Robert","Conseiller/ère départemental-e","Charente-Maritime","","01/03/2017"
"FILLON François","M","MALHERBE","Guy","Maire","Essonne","Epinay-sur-Orge","01/03/2017"
"FILLON François","M","SAUTREY","Patrick","Maire","Jura","Monnières","01/03/2017"
"FILLON François","Mme","TROUVE","Claire","Conseiller/ère départemental-e","Calvados","","01/03/2017"
"FILLON François","M","LENOIR","Jean-Claude","Sénateur/trice","Orne","","01/03/2017"
"FILLON François","M","DUPONT","Carles","Maire","Manche","Beuzeville-la-Bastille","01/03/2017"
"FILLON François","Mme","MERCIER","Sylvie","Conseiller/ère départemental-e","Charente-Maritime","","01/03/2017"
"FILLON François","M","BOUSSAINGAULT","Jean-Jacques","Maire","Essonne","Boigneville","01/03/2017"
"FILLON François","M","MENUT","Gilbert","Maire","Côte-d'Or","Talant","01/03/2017"
"FILLON François","M","LEGENDRE","Michel","Maire","Sarthe","Chassillé","01/03/2017"
"FILLON François","M","MARTING","Laurent","Conseiller/ère départemental-e","Orne","","01/03/2017"
"FILLON François","M","PENOT","Alain","Maire","Corrèze","Saint-Germain-les-Vergnes","01/03/2017"
"FILLON François","Mme","HIRSH","Nicole","Membre élu-e de l'assemblée des Français de l'étranger","ÉTRANGER","","01/03/2017"
"FILLON François","M","MIETTE","Daniel","Maire","Orne","Magny-le-Désert","01/03/2017"
"FILLON François","M","BINETRUY","Jean-Marie","Président-e d'un conseil de communauté de communes","Doubs","Val de Morteau","01/03/2017"
"FILLON François","M","CHAMAILLARD","Daniel","Maire","Seine-et-Marne","Villiers-sur-Morin","01/03/2017"
"FILLON François","Mme","GENUIT","Eliane","Maire","Loir-et-Cher","Fossé","01/03/2017"
"FILLON François","M","DELATTE","Rémi","Député-e","Côte-d'Or","2e","01/03/2017"
"FILLON François","M","COUTELLE","Michel","Maire","Sarthe","Chemiré-en-Charnie","01/03/2017"
"FILLON François","Mme","BILLON","Annick","Sénateur/trice","Vendée","","01/03/2017"
"FILLON François","M","PAULTRE DE LAMOTTE","Jacques","Maire","Seine-et-Marne","Boutigny","01/03/2017"
"FILLON François","Mme","BERNARDINI","Véronique","Conseiller/ère départemental-e","Var","","01/03/2017"
"FILLON François","M","PASSCHIER","Nicolas","Maire","Vendée","Saint-Cyr-en-Talmondais","01/03/2017"
"FILLON François","Mme","FISCHER","Josiane","Conseiller/ère départemental-e","Hauts-de-Seine","","01/03/2017"
"FILLON François","M","LYS","Jacques","Maire","Charente-Maritime","Breuillet","01/03/2017"
"FILLON François","Mme","HUGUES","Claire","Conseiller/ère régional-e","Loire-Atlantique","Pays de la Loire","01/03/2017"
"FILLON François","M","DUDIEUZERE","Pierre","Maire","Hérault","Vendargues","01/03/2017"
"FILLON François","M","BUVET","Daniel","Maire","Meurthe-et-Moselle","Bernécourt","01/03/2017"
"FILLON François","Mme","MORANÇAIS","Christelle","Conseiller/ère régional-e","Sarthe","Pays de la Loire","01/03/2017"
"FILLON François","M","MUZEAU","Rémi","Maire","Hauts-de-Seine","Clichy","01/03/2017"
"FILLON François","M","COGNARD","Jean-François","Maire","Saône-et-Loire","Chaintré","01/03/2017"
"FILLON François","M","BOYER","Jean-Marc","Conseiller/ère départemental-e","Puy-de-Dôme","","01/03/2017"
"FILLON François","M","MENEL","Yves","Conseiller/ère départemental-e","Hauts-de-Seine","","01/03/2017"
"FILLON François","Mme","CURBET","Ginette","Maire","Hautes-Pyrénées","Gardères","01/03/2017"
"FILLON François","Mme","POIRIER","Nathalie","Conseiller/ère régional-e","Loire-Atlantique","Pays de la Loire","01/03/2017"
"FILLON François","Mme","PARRAIN","Marie-France","Conseiller/ère départemental-e","Val-de-Marne","","01/03/2017"
"FILLON François","M","GUIGNARD","Thibaut","Maire","Côtes-d'Armor","Ploeuc-L'Hermitage","01/03/2017"
"FILLON François","M","DUSSOUL","Jean-Jacques","Maire","Vienne","Massognes","01/03/2017"
"FILLON François","M","DAVIN","Jean Roger","Maire","Yvelines","Croissy-sur-Seine","01/03/2017"
"FILLON François","Mme","CONAN","Nicolle","Maire","Seine-et-Marne","Lizy-sur-Ourcq","01/03/2017"
"FILLON François","M","HOUDAYER","Pierre","Maire","Sarthe","Mareil-sur-Loir","01/03/2017"
"FILLON François","M","GUAINE","Roland","Maire","Manche","Sainte-Cécile","01/03/2017"
"FILLON François","M","PORET","Fernand","Maire","Calvados","Commes","01/03/2017"
"FILLON François","Mme","BULLOT","Martine","Conseiller/ère départemental-e","Seine-et-Marne","","01/03/2017"
"FILLON François","M","PEUMERY","Jean-François","Maire","Yvelines","Rocquencourt","01/03/2017"
"FILLON François","M","WADEL","Arnaud","Maire","Gers","Lartigue","01/03/2017"
"FILLON François","M","TATIN","Emile","Maire","Mayenne","Vimarcé","01/03/2017"
"FILLON François","M","JACQUEMIN","Bernard","Maire","Ardèche","Lanarce","01/03/2017"
"FILLON François","Mme","AGARRAT","Christiane","Conseiller/ère départemental-e","Rhône","","01/03/2017"
"FILLON François","Mme","GAUDIN","Marie-Claude","Conseiller/ère départemental-e","Morbihan","","01/03/2017"
"FILLON François","M","MANNE","Max","Maire","Yvelines","Mareil-sur-Mauldre","01/03/2017"
"FILLON François","M","TRAVERSE","Michel","Maire","Gers","Espaon","01/03/2017"
"FILLON François","Mme","BEVILLARD","Caroline","Conseiller/ère régional-e","Puy-de-Dôme","Auvergne-Rhône-Alpes","01/03/2017"
"FILLON François","M","GUEDON","Roger","Maire","Mayenne","Saint-Denis-d'Anjou","01/03/2017"
"FILLON François","M","GABAS","Michel","Conseiller/ère départemental-e","Gers","","01/03/2017"
"FILLON François","M","GESLIN","Joseph","Maire","Ille-et-Vilaine","Essé","01/03/2017"
"FILLON François","M","REGNARD","Damien","Membre élu-e de l'assemblée des Français de l'étranger","ÉTRANGER","","01/03/2017"
"FILLON François","M","PAOLETTI","Jacques","Maire","Loir-et-Cher","Saint-Georges-sur-Cher","01/03/2017"
"FILLON François","M","DAUGAN","Michel","Maire","Côtes-d'Armor","Plouasne","01/03/2017"
"FILLON François","M","TOUGARD","Serge","Conseiller/ère régional-e","Calvados","Normandie","01/03/2017"
"FILLON François","Mme","BARREILLE","Eliane","Conseiller/ère régional-e","Alpes-de-Haute-Provence","Provence-Alpes-Côte d'Azur","01/03/2017"
"FILLON François","M","SARAZIN","Jean-Claude","Maire","Nord","Avelin","01/03/2017"
"FILLON François","M","DUMAS","Jean-Jacques","Maire","Corrèze","Saint-Ybard","01/03/2017"
"FILLON François","M","HUGUENAUD","Gérard","Maire","Vienne","Pressac","01/03/2017"
"FILLON François","M","COURTOIS","Jean-Patrick","Maire","Saône-et-Loire","Mâcon","01/03/2017"
"FILLON François","M","LANDRIER","Jean-Claude","Maire","Yonne","Provency","01/03/2017"
"FILLON François","M","DESTIC","Pierre","Maire","Lot","Saint-Céré","01/03/2017"
"FILLON François","M","LEFEBVRE","Bruno","Maire","Vienne","Curçay-sur-Dive","01/03/2017"
"FILLON François","M","BOST","Jean-Marie","Conseiller/ère départemental-e","Haute-Vienne","","01/03/2017"
"FILLON François","Mme","PARENT","Ginette","Maire","Haute-Saône","Beaumotte-Aubertans","01/03/2017"
"FILLON François","Mme","PERRIN","Fabienne","Conseiller/ère départemental-e","Loire","","01/03/2017"
"FILLON François","Mme","BLANDIN","Andrée","Maire","Yonne","Bazarnes","01/03/2017"
"FILLON François","M","BERTHELON","Patrick","Maire","Haute-Marne","Vivey","01/03/2017"
"FILLON François","M","MAQUET","Emmanuel","Conseiller/ère départemental-e","Somme","","01/03/2017"
"FILLON François","M","NUSSAS","Daniel","Maire délégué-e","Hautes-Alpes","Garde-Colombe","01/03/2017"
"FILLON François","M","DOSSAT","Christian","Maire","Hautes-Pyrénées","Cizos","01/03/2017"
"FILLON François","M","DESCHARMES","Michel","Maire","Aube","Rouvres-les-Vignes","01/03/2017"
"FILLON François","M","JUNG","Clément","Maire","Bas-Rhin","Hochstett","01/03/2017"
"FILLON François","M","RAUSSIN","Bruno","Maire","Ardennes","Fléville","01/03/2017"
"FILLON François","M","MATHIS","Jean-Claude","Député-e","Aube","2e","01/03/2017"
"FILLON François","M","LAUGA","Jean-Jacques","Maire","Corrèze","Saint-Jal","01/03/2017"
"FILLON François","M","FISCHER","Bernard","Maire","Bas-Rhin","Obernai","01/03/2017"
"FILLON François","M","PINTE","François","Conseiller/ère régional-e","Loire-Atlantique","Pays de la Loire","01/03/2017"
"FILLON François","M","COUCHOT","Alain","Conseiller/ère départemental-e","Haut-Rhin","","01/03/2017"
"FILLON François","M","JEANNE","Gaëtan","Maire","Nord","Lys-lez-Lannoy","01/03/2017"
"FILLON François","M","BRIAND","Sacha","Conseiller/ère régional-e","Haute-Garonne","Occitanie","01/03/2017"
"FILLON François","Mme","MOURIER","Marlène","Maire","Drôme","Bourg-lès-Valence","01/03/2017"
"FILLON François","M","JACQUARD","Gilles","Maire","Aube","Molins-sur-Aube","01/03/2017"
"FILLON François","M","VIGNERON","Jacques","Maire","Puy-de-Dôme","Marsat","01/03/2017"
"FILLON François","M","SORDI","Michel","Député-e","Haut-Rhin","4e","01/03/2017"
"FILLON François","M","GUILLET","Jean-Jacques","Député-e","Hauts-de-Seine","8e","01/03/2017"
"FILLON François","M","LE TALLEC","Yves","Conseiller/ère départemental-e","Bas-Rhin","","01/03/2017"
"FILLON François","M","DORD","Dominique","Député-e","Savoie","1er","01/03/2017"
"FILLON François","M","PARIS","Emile","Maire","Marne","Châtillon-sur-Morin","01/03/2017"
"FILLON François","M","DUCANCHEZ","Damien","Maire","Nord","Marbaix","01/03/2017"
"FILLON François","M","SERRE","Jean-Marc","Maire","Ardèche","Bourg-Saint-Andéol","01/03/2017"
"FILLON François","M","DEGOIS","Guy","Maire","Marne","Neuvy","01/03/2017"
"FILLON François","Mme","THOMAS","Maryse","Maire","Aube","Vallières","01/03/2017"
"FILLON François","M","TENAILLON","Bernard","Maire","Territoire de Belfort","Faverois","01/03/2017"
"FILLON François","M","MARITON","Hervé","Député-e","Drôme","3e","01/03/2017"
"FILLON François","M","PITTET","Serge","Maire","Haute-Savoie","Viuz-en-Sallaz","01/03/2017"
"FILLON François","Mme","GANTER","Claudine","Conseiller/ère régional-e","Haut-Rhin","Grand Est","01/03/2017"
"FILLON François","M","SALMON","Joël","Maire","Loir-et-Cher","Saint-Gourgon","01/03/2017"
"FILLON François","M","PEYNON","François Daniel","Maire","Puy-de-Dôme","Joze","01/03/2017"
"FILLON François","Mme","COMTE","Evelyne","Maire","Jura","Supt","01/03/2017"
"FILLON François","Mme","FABRITIUS","Béatrice","Maire","Ardennes","Mars-sous-Bourcq","01/03/2017"
"FILLON François","M","GROSPERRIN","Albert","Maire","Doubs","Vercel-Villedieu-le-Camp","01/03/2017"
"FILLON François","M","WEISBECKER","Jean","Maire","Bas-Rhin","Wingen","01/03/2017"
"FILLON François","Mme","MELOT","Colette","Sénateur/trice","Seine-et-Marne","","01/03/2017"
"FILLON François","M","SCHITTLY","Marc","Conseiller/ère départemental-e","Haut-Rhin","","01/03/2017"
"FILLON François","M","TRIBOULET","Pierre","Maire","Jura","Rix-Trebief","01/03/2017"
"FILLON François","M","GOULLIER","Yves","Maire","Sarthe","Saint-Jean-des-Echelles","01/03/2017"
"FILLON François","M","CHASSAIN-GAMEL","Roland","Maire","Bouches-du-Rhône","Saintes-Maries-de-la-Mer","01/03/2017"
"FILLON François","M","LABAUNE","Patrick","Député-e","Drôme","1er","01/03/2017"
"FILLON François","M","DUBREUIL","André","Maire délégué-e","Calvados","Valambray","01/03/2017"
"FILLON François","M","ACCOYER","Bernard","Député-e","Haute-Savoie","1er","01/03/2017"
"FILLON François","M","CEUNEBROUCKE","Marcel","Maire","Aube","Magnicourt","01/03/2017"
"FILLON François","M","GROUARD","Serge","Député-e","Loiret","2e","01/03/2017"
"FILLON François","Mme","POUCHELON","Elisabeth","Conseiller/ère régional-e","Haute-Garonne","Occitanie","01/03/2017"
"FILLON François","M","CHABAL","Jacques","Maire","Ardèche","Cheylard (Le)","01/03/2017"
"FILLON François","Mme","PRIMAS","Sophie","Sénateur/trice","Yvelines","","01/03/2017"
"FILLON François","Mme","FOURNIER","Clotilde","Conseiller/ère départemental-e","Ain","","01/03/2017"
"FILLON François","M","GCHWEINDER","Michel","Maire","Yonne","Montréal","01/03/2017"
"FILLON François","Mme","PONCHET-PASSEMARD","Colette","Maire","Cantal","Marcenat","01/03/2017"
"FILLON François","M","TERROT","Michel","Député-e","Rhône","12e","01/03/2017"
"FILLON François","M","POULLOT","Hubert","Conseiller/ère départemental-e","Côte-d'Or","","01/03/2017"
"FILLON François","M","DEFIX","Adrien","Maire","Haute-Loire","Coubon","01/03/2017"
"FILLON François","M","MATTEI","Albert","Maire","Haute-Corse","Cagnano","01/03/2017"
"FILLON François","M","PELISSARD","Jacques","Député-e","Jura","1er","01/03/2017"
"FILLON François","M","LE DORVEN","Christophe","Conseiller/ère départemental-e","Eure-et-Loir","","01/03/2017"
"FILLON François","M","HABIG","Michel","Maire","Haut-Rhin","Ensisheim","01/03/2017"
"FILLON François","M","AMICE","Bernard","Maire délégué-e","Ille-et-Vilaine","Val d'Anast","01/03/2017"
"FILLON François","M","BOUSSON","Denis","Maire","Rhône","Saint-Didier-au-Mont-d'Or","01/03/2017"
"FILLON François","Mme","LUTZ","Michèle","Maire","Haute-Savoie","Doussard","01/03/2017"
"FILLON François","Mme","DAUGAN","Marie","Conseiller/ère départemental-e","Ille-et-Vilaine","","01/03/2017"
"FILLON François","M","LURTON","Gilles","Député-e","Ille-et-Vilaine","7e","01/03/2017"
"FILLON François","M","FAVROT","Jean","Maire","Haute-Savoie","Talloires-Montmin","01/03/2017"
"FILLON François","Mme","LALANCE","Corinne","Conseiller/ère départemental-e","Meurthe-et-Moselle","","01/03/2017"
"FILLON François","Mme","POURDIEU","Brigitte","Maire","Eure","Fatouville-Grestain","01/03/2017"
"FILLON François","M","BOUCHET","Jean-Marc","Maire","Haute-Savoie","Villy-le-Bouveret","01/03/2017"
"FILLON François","M","LE DIFFON","Patrick","Maire","Morbihan","Ploërmel","01/03/2017"
"FILLON François","M","PLOUHINEC","Albert","Maire","Ille-et-Vilaine","Cesson-Sévigné","01/03/2017"
"FILLON François","Mme","MICOULEAU","Brigitte","Sénateur/trice","Haute-Garonne","","01/03/2017"
"FILLON François","M","LAPPARTIENT","David","Maire","Morbihan","Sarzeau","01/03/2017"
"FILLON François","Mme","DAUVERGNE","Emmanuelle","Membre du Conseil de Paris","Paris","","01/03/2017"
"FILLON François","M","CHALUMEAUX","Dominique","Conseiller/ère départemental-e","Jura","","01/03/2017"
"FILLON François","Mme","BOULANGER","Béatrice","Conseiller/ère départemental-e","Côtes-d'Armor","","01/03/2017"
"FILLON François","M","VENOT","Alain","Maire","Eure-et-Loir","Châteaudun","01/03/2017"
"FILLON François","M","LECCIA","Jean-Pierre","Maire","Haute-Corse","Oletta","01/03/2017"
"FILLON François","Mme","PENHOUET","Christine","Conseiller/ère départemental-e","Morbihan","","01/03/2017"
"FILLON François","Mme","GUINEMER","Claire","Conseiller/ère régional-e","Ille-et-Vilaine","Bretagne","01/03/2017"
"FILLON François","Mme","HERNANDEZ","Christine","Conseiller/ère régional-e","Rhône","Auvergne-Rhône-Alpes","01/03/2017"
"FILLON François","M","LANG","Pierre","Maire","Moselle","Freyming-Merlebach","01/03/2017"
"FILLON François","M","FORTIN","Christophe","Conseiller/ère départemental-e","Ain","","01/03/2017"
"FILLON François","M","QUINIOU","Christophe","Conseiller/ère métropolitain-e de Lyon","Rhône","","01/03/2017"
"FILLON François","Mme","DROUET D'AUBIGNY","Frédérique","Conseiller/ère départemental-e","Maine-et-Loire","","01/03/2017"
"FILLON François","Mme","DE ROSE","Marie-France","Sénateur/trice","Hauts-de-Seine","","01/03/2017"
"FILLON François","M","FAGES","Serge","Maire","Rhône","Vourles","01/03/2017"
"FILLON François","M","MENNESSON","Christophe","Maire","Somme","Grand-Laviers","01/03/2017"
"FILLON François","M","BOUVIER","Gérard","Maire","Ain","Balan","01/03/2017"
"FILLON François","M","NANCHI","Alexandre","Conseiller/ère régional-e","Ain","Auvergne-Rhône-Alpes","01/03/2017"
"FILLON François","M","AUDEBERT","Eric","Maire","Cher","Saugy","01/03/2017"
"FILLON François","Mme","GODET","Martine","Maire","Vienne","Savigny-sous-Faye","01/03/2017"
"FILLON François","Mme","DI FOLCO","Catherine","Sénateur/trice","Rhône","","01/03/2017"
"FILLON François","M","MOREL","Philippe","Conseiller/ère départemental-e","Nièvre","","01/03/2017"
"FILLON François","Mme","CRESPY","Chantal","Conseiller/ère métropolitain-e de Lyon","Rhône","","01/03/2017"
"FILLON François","Mme","JUGNET","Michelle","Maire","Saône-et-Loire","Sologny","01/03/2017"
"FILLON François","Mme","FENOLL","Véronique","Conseiller/ère départemental-e","Cher","","01/03/2017"
"FILLON François","M","PEMEZEC","Philippe","Maire","Hauts-de-Seine","Le Plessis-Robinson","01/03/2017"
"FILLON François","Mme","ROTKOPF","Sophie","Conseiller/ère régional-e","Loire","Auvergne-Rhône-Alpes","01/03/2017"
"FILLON François","Mme","BERKI","Clotilde","Conseiller/ère départemental-e","Alpes-de-Haute-Provence","","01/03/2017"
"FILLON François","M","GAILLARD","Michel","Maire","Haute-Saône","Bay","01/03/2017"
"FILLON François","M","LELEUX","Jean-Pierre","Sénateur/trice","Alpes-Maritimes","","01/03/2017"
"FILLON François","M","MADIOT","Claude","Maire","Aisne","Missy-sur-Aisne","01/03/2017"
"FILLON François","Mme","LAMURE","Elisabeth","Sénateur/trice","Rhône","","01/03/2017"
"FILLON François","Mme","PAGLIARULO","Karine","Conseiller/ère départemental-e","Haut-Rhin","","01/03/2017"
"FILLON François","M","BRES","Jacques","Conseiller/ère départemental-e","Alpes-de-Haute-Provence","","01/03/2017"
"FILLON François","M","CHAPUIS","Patrick","Conseiller/ère départemental-e","Côte-d'Or","","01/03/2017"
"FILLON François","Mme","BOISSEAU","Laetitia","Conseiller/ère départemental-e","Val-d'Oise","","01/03/2017"
"FILLON François","M","PERRUT","Bernard","Député-e","Rhône","9e","01/03/2017"
"FILLON François","M","NICOLIN","Yves","Député-e","Loire","5e","01/03/2017"
"FILLON François","Mme","BRUNET","Mireille","Maire","Cher","Le Châtelet","01/03/2017"
"FILLON François","Mme","BARBRY","Florence","Conseiller/ère départemental-e","Pas-de-Calais","","01/03/2017"
"FILLON François","Mme","CAPRON","Marie-Ange","Maire","Jura","Montholier","01/03/2017"
"FILLON François","M","BODIN","Claude","Conseiller/ère régional-e","Val-d'Oise","Île-de-France","01/03/2017"
"FILLON François","M","BACHELET","Claude","Conseiller/ère départemental-e","Pas-de-Calais","","01/03/2017"
"FILLON François","M","AURIACOMBE","Pierre","Membre du Conseil de Paris","Paris","","01/03/2017"
"FILLON François","M","DALLIER","Philippe","Maire","Seine-Saint-Denis","Les Pavillons-sous-Bois","01/03/2017"
"FILLON François","M","CETTOLO","Serge","Maire","Gers","Saint-Cricq","01/03/2017"
"FILLON François","M","GRANDIN","Gaëtan","Conseiller/ère départemental-e","Seine-Saint-Denis","","01/03/2017"
"FILLON François","M","GUILLOT","Jean-Paul","Maire","Indre","Preuilly-la-Ville","01/03/2017"
"FILLON François","M","IMBERT","Pierre","Maire","Lot-et-Garonne","Caumont-sur-Garonne","01/03/2017"
"FILLON François","M","MIGNON","Jean-Claude","Député-e","Seine-et-Marne","1er","01/03/2017"
"FILLON François","Mme","DEBRE","Isabelle","Sénateur/trice","Hauts-de-Seine","","01/03/2017"
"FILLON François","M","CORVAISIER","Jean-Claude","Maire","Morbihan","Evriguet","01/03/2017"
"FILLON François","M","ROY","Joseph","Maire","Jura","Bretenière (La)","01/03/2017"
"FILLON François","Mme","ROUSSEL","Nathalie","Conseiller/ère régional-e","Côte-d'Or","Bourgogne-Franche-Comté","01/03/2017"
"FILLON François","M","LITTNER","Antoine","Maire","Moselle","Dolving","01/03/2017"
"FILLON François","M","NACHBAR","Philippe","Sénateur/trice","Meurthe-et-Moselle","","01/03/2017"
"FILLON François","M","MAYET","Jean-François","Sénateur/trice","Indre","","01/03/2017"
"FILLON François","M","BITTE","Claude","Conseiller/ère départemental-e","Moselle","","01/03/2017"
"FILLON François","M","NESME","Jean-Marc","Maire","Saône-et-Loire","Paray-le-Monial","01/03/2017"
"FILLON François","M","DOMINATI","Philippe","Sénateur/trice","Paris","","01/03/2017"
"FILLON François","M","GENTIS","Éric","Conseiller/ère régional-e","Yonne","Bourgogne-Franche-Comté","01/03/2017"
"FILLON François","M","DE COURSON","Arnaud","Conseiller/ère départemental-e","Hauts-de-Seine","","01/03/2017"
"FILLON François","M","CECCONI","Frank","Conseiller/ère régional-e","Paris","Île-de-France","01/03/2017"
"FILLON François","M","JUBLOT","Eric","Maire délégué-e","Yonne","Charny Orée de Puisaye","01/03/2017"
