"Candidat-e","Civ.","Nom","Prénom","Mandat","Département ou collectivité","Commune ou circonscription","Publication"
"LE PEN Marine","M","ORSONI","Stéphane","Maire","Haute-Corse","Occhiatana","01/03/2017"
"LE PEN Marine","M","FRANCHEQUIN","Alain","Maire délégué-e","Haute-Saône","La Romaine","01/03/2017"
"LE PEN Marine","M","BOCQUET","Jacques","Maire","Oise","Tricot","01/03/2017"
"LE PEN Marine","M","FRITZ","Richard","Conseiller/ère régional-e","Drôme","Auvergne-Rhône-Alpes","01/03/2017"
"LE PEN Marine","M","VOLOT","Julien","Maire","Haute-Marne","Signéville","01/03/2017"
"LE PEN Marine","M","AUBRUN-SASSIER","Philippe","Maire","Indre","Lacs","01/03/2017"
"MACRON Emmanuel","M","SEMPASTOUS","Jean-Bernard","Maire","Hautes-Pyrénées","Bagnères-de-Bigorre","01/03/2017"
"MACRON Emmanuel","M","CLAMENT","Pierre","Maire","Lot-et-Garonne","Saint-Sernin","01/03/2017"
"MACRON Emmanuel","M","FRESCHI","Alexandre","Maire","Lot-et-Garonne","Castelnau-sur-Gupie","01/03/2017"
"MACRON Emmanuel","M","LOTTERIE","Jean-Paul","Maire","Dordogne","Montpon-Ménestérol","01/03/2017"
"MACRON Emmanuel","M","BEAUGER","Jean-Michel","Maire","Yonne","Tharoiseau","01/03/2017"
"MACRON Emmanuel","M","HENRIAT","Pascal","Conseiller/ère départemental-e","Yonne","","01/03/2017"
"MACRON Emmanuel","M","BAYOL","Jacques","Maire","Yonne","Stigny","01/03/2017"
"MACRON Emmanuel","M","CORNIOT","Thierry","Maire","Yonne","Seignelay","01/03/2017"
"MACRON Emmanuel","M","VAGNET","Denis","Maire","Haute-Saône","Fontenois-lès-Montbozon","01/03/2017"
"MACRON Emmanuel","M","BROCHOT","Jean-Marc","Maire","Côte-d'Or","Chamboeuf","01/03/2017"
"MACRON Emmanuel","M","GRIMPRET","Dominique","Maire","Côte-d'Or","Ahuy","01/03/2017"
"MACRON Emmanuel","M","SURJUS","Etienne","Maire","Pyrénées-Orientales","Arboussols","01/03/2017"
"MACRON Emmanuel","M","GRIMPRET","Jean-François","Maire","Côte-d'Or","Moutiers-Saint-Jean","01/03/2017"
"MACRON Emmanuel","M","LANG","Christophe","Maire","Meuse","Lisle-en-Barrois","01/03/2017"
"MACRON Emmanuel","M","DIDIOT","Pierre-Jean","Maire","Moselle","Sarralbe","01/03/2017"
"MACRON Emmanuel","M","BRETIN","Christian","Maire","Jura","Cousance","01/03/2017"
"MACRON Emmanuel","M","DUCARD","Claude","Maire délégué-e","Aube","Aix-Villemaur-Pâlis","01/03/2017"
"MACRON Emmanuel","Mme","GAUSSENS","Annie","Maire","Côte-d'Or","Trouhans","01/03/2017"
"MACRON Emmanuel","M","TOURNEUR","Eric","Maire","Jura","Colonne","01/03/2017"
"MACRON Emmanuel","M","BARITAUD","Christian","Maire","Indre-et-Loire","Bridoré","01/03/2017"
"MACRON Emmanuel","M","LEJEUNE","Christophe","Maire","Haute-Saône","Baudoncourt","01/03/2017"
"MACRON Emmanuel","M","BERTHELIER","Bruno","Maire","Loire","Charlieu","01/03/2017"
"MACRON Emmanuel","M","SOTTON","Joseph","Maire","Loire","Fraisses","01/03/2017"
"MACRON Emmanuel","M","ANDRE","Patrick","Maire","Alpes-de-Haute-Provence","Lurs","01/03/2017"
"MACRON Emmanuel","M","VILLARMET","Jean","Maire","Côte-d'Or","Seigny","01/03/2017"
"MACRON Emmanuel","M","MANTEL","Michel","Maire","Vosges","Vincey","01/03/2017"
"MACRON Emmanuel","M","RAMONE","Louis","Maire","Finistère","Lanvéoc","01/03/2017"
"MACRON Emmanuel","M","VERDIER","Pierre","Maire","Tarn","Rabastens","01/03/2017"
"MACRON Emmanuel","M","COUREAU","Jean-Louis","Maire","Lot-et-Garonne","Puymirol","01/03/2017"
"MACRON Emmanuel","M","FLORES","Sylvain","Maire","Alpes-de-Haute-Provence","Beynes","01/03/2017"
"MACRON Emmanuel","M","MISSIKA","Jean-Louis","Membre du Conseil de Paris","Paris","","01/03/2017"
"MACRON Emmanuel","M","TEXIER","Pierre","Maire","Charente-Maritime","Taillebourg","01/03/2017"
"MACRON Emmanuel","M","FORTIN","Philippe","Maire","Seine-et-Marne","Longueville","01/03/2017"
"MACRON Emmanuel","M","MONIER","Alexis","Maire","Cantal","Menet","01/03/2017"
"MACRON Emmanuel","M","CAREL","Serge","Maire","Alpes-de-Haute-Provence","Mirabeau","01/03/2017"
"MACRON Emmanuel","M","GUEGAN","Michel","Maire","Morbihan","Val d'Oust","01/03/2017"
"MACRON Emmanuel","M","CERCEAU","Eric","Maire","Aube","Maraye-en-Othe","01/03/2017"
"MACRON Emmanuel","M","VERDIER","Claude","Maire","Cantal","Saint-Martin-Cantalès","01/03/2017"
"MACRON Emmanuel","M","PILARDEAU","Erik","Maire","Ardennes","Bogny-sur-Meuse","01/03/2017"
"MACRON Emmanuel","Mme","DE COURSON","Yolaine","Maire","Côte-d'Or","Arrans","01/03/2017"
"MACRON Emmanuel","M","RIGAL","Serge","Conseiller/ère départemental-e","Lot","","01/03/2017"
"MACRON Emmanuel","M","DAMERVAL","François","Conseiller/ère régional-e","Hauts-de-Seine","Île-de-France","01/03/2017"
"MACRON Emmanuel","M","ARMAND","Michel","Maire","Gironde","Mazères","01/03/2017"
"MACRON Emmanuel","M","TRANCHEVENT","Pierrick","Maire","Mayenne","Jublains","01/03/2017"
"MACRON Emmanuel","M","CAILLET","Pascal","Maire","Puy-de-Dôme","Davayat","01/03/2017"
"MACRON Emmanuel","Mme","NARDUCCI","Lisette","Conseiller/ère départemental-e","Bouches-du-Rhône","","01/03/2017"
"MACRON Emmanuel","M","HERZOG","Jean-Luc","Maire","Bas-Rhin","Niederhausbergen","01/03/2017"
"MACRON Emmanuel","M","PRADAL","Gérard","Maire","Cantal","Labrousse","01/03/2017"
"MACRON Emmanuel","M","LEBLANC","Jean-Simon","Maire","Pyrénées-Atlantiques","Labastide-Monréjeau","01/03/2017"
"MACRON Emmanuel","M","BERTHON","André","Maire","Allier","Target","01/03/2017"
"MACRON Emmanuel","M","LEVY","Didier","Maire","Côte-d'Or","Chailly-sur-Armançon","01/03/2017"
"MACRON Emmanuel","M","ROCHE","Gérard","Sénateur/trice","Haute-Loire","","01/03/2017"
"MACRON Emmanuel","M","BERNAT","Michel","Maire","Aveyron","Vabres-l'Abbaye","01/03/2017"
"MACRON Emmanuel","M","BRIAND","Christian","Conseiller/ère départemental-e","Mayenne","","01/03/2017"
"MACRON Emmanuel","M","DUVAL","Tristan","Maire","Calvados","Cabourg","01/03/2017"
"MACRON Emmanuel","M","SENTIER","Alain","Maire","Corrèze","Gimel-les-Cascades","01/03/2017"
"MACRON Emmanuel","Mme","GINESTET","Nelly","Conseiller/ère départemental-e","Lot","","01/03/2017"
"MACRON Emmanuel","M","LAMY","Daniel","Maire","Manche","Ancteville","01/03/2017"
"MACRON Emmanuel","M","ROBIN","Jacques","Maire","Côtes-d'Armor","Rospez","01/03/2017"
"MACRON Emmanuel","M","ARAQUE","Fausto","Maire","Lot","Bagnac-sur-Célé","01/03/2017"
"MACRON Emmanuel","M","LE JEUNE","Joël","Maire","Côtes-d'Armor","Trédrez-Locquémeau","01/03/2017"
"MACRON Emmanuel","M","GEMMANI","Stéphane","Conseiller/ère régional-e","Isère","Auvergne-Rhône-Alpes","01/03/2017"
"MACRON Emmanuel","Mme","PONTHIEUX","Marie-Paule","Maire","Jura","Toulouse-le-Château","01/03/2017"
"MACRON Emmanuel","M","LAINE","Fabien","Maire","Landes","Sanguinet","01/03/2017"
"MACRON Emmanuel","M","MAITRE","Gérard","Maire","Saône-et-Loire","Jully-lès-Buxy","01/03/2017"
"MACRON Emmanuel","M","SIMONPIETRI","Pierre-Michel","Maire","Haute-Corse","Furiani","01/03/2017"
"MACRON Emmanuel","M","MEILLET","Paul","Maire","Doubs","Rosières-sur-Barbèche","01/03/2017"
"MACRON Emmanuel","M","GASTAL","Marc","Conseiller/ère départemental-e","Lot","","01/03/2017"
"MACRON Emmanuel","M","ANTRIEUX","Jean-Pierre","Maire","Nièvre","Montigny-en-Morvan","01/03/2017"
"MACRON Emmanuel","M","LABORIE","Jean-Luc","Maire","Lot","Cuzance","01/03/2017"
"MACRON Emmanuel","M","ANTOINE","Philippe","Maire","Jura","Larnaud","01/03/2017"
"MACRON Emmanuel","M","VAUDEY","Joël","Maire","Haute-Savoie","Verchaix","01/03/2017"
"MACRON Emmanuel","M","MAVIGNER","André","Maire","Creuse","Bénévent-l'Abbaye","01/03/2017"
"MACRON Emmanuel","M","GHIONGA","Pierre Joseph","Conseiller/ère départemental-e","Haute-Corse","","01/03/2017"
"MACRON Emmanuel","M","BRUCHET","Gérard","Maire","Ardèche","Meyras","01/03/2017"
"MACRON Emmanuel","M","FRONTY","Gilbert","Conseiller/ère départemental-e","Corrèze","","01/03/2017"
"MACRON Emmanuel","M","FERRARA","Joseph","Conseiller/ère départemental-e","Loire","","01/03/2017"
"MACRON Emmanuel","M","ALIBERT","Christian","Maire","Ardèche","Châteauneuf-de-Vernoux","01/03/2017"
"MACRON Emmanuel","M","ROUX","Frédéric","Maire","Drôme","Mollans-sur-Ouvèze","01/03/2017"
"MACRON Emmanuel","M","BOIS","Christophe","Conseiller/ère départemental-e","Jura","","01/03/2017"
"MACRON Emmanuel","M","LAUNAY","Jean","Député-e","Lot","2e","01/03/2017"
"MACRON Emmanuel","Mme","ESCAPOULADE","Brigitte","Maire","Lot","Carlucet","01/03/2017"
"MACRON Emmanuel","M","DEGREVE","Hubert","Maire","Pas-de-Calais","Tubersent","01/03/2017"
"MACRON Emmanuel","M","LE CORNEC","Bernard","Maire","Creuse","Saint-Germain-Beaupré","01/03/2017"
"MACRON Emmanuel","M","GALTHIE","Jean-Noël","Maire","Lot","Montgesty","01/03/2017"
"MACRON Emmanuel","M","CATELINOIS","Jean-Michel","Maire","Drôme","Saint-Paul-Trois-Châteaux","01/03/2017"
"MACRON Emmanuel","Mme","PISTRE","Brigitte","Maire","Eure-et-Loir","Frazé","01/03/2017"
"MACRON Emmanuel","M","PINAUD","Eric","Maire","Charente","Lessac","01/03/2017"
"MACRON Emmanuel","M","OLLIVIER","Lionel","Maire","Oise","Clermont","01/03/2017"
"MACRON Emmanuel","M","BARGETON","Julien","Membre du Conseil de Paris","Paris","","01/03/2017"
"MACRON Emmanuel","Mme","BRICQ","Nicole","Sénateur/trice","Seine-et-Marne","","01/03/2017"
"MACRON Emmanuel","M","BERTHAUD","Jean","Maire","Loiret","Dordives","01/03/2017"
"MACRON Emmanuel","M","PHILIPPE","Jean-Claude","Maire","Ardennes","Angecourt","01/03/2017"
"MACRON Emmanuel","M","BEUCHON","Yvon","Maire","Cher","La Chapelle-Saint-Ursin","01/03/2017"
"MACRON Emmanuel","M","DESMAS","Yvon","Maire","Nièvre","Chevannes-Changy","01/03/2017"
"MACRON Emmanuel","Mme","BATAILLE","Delphine","Sénateur/trice","Nord","","01/03/2017"
"MACRON Emmanuel","Mme","EMERY-DUMAS","Anne","Sénateur/trice","Nièvre","","01/03/2017"
"MACRON Emmanuel","M","ASSEL","Roland","Maire","Moselle","Guermange","01/03/2017"
"MACRON Emmanuel","M","PICHONNIER","Jean-Paul","Maire","Mayenne","Averton","01/03/2017"
"MACRON Emmanuel","M","HOUPERT","André","Maire","Moselle","Burtoncourt","01/03/2017"
"MACRON Emmanuel","M","VAUTRIN","Jean-Philippe","Conseiller/ère départemental-e","Meuse","","01/03/2017"
"MACRON Emmanuel","M","GILLET","Sylvain","Maire","Meuse","Nançois-sur-Ornain","01/03/2017"
"MACRON Emmanuel","M","LECLABART","Jean-Claude","Maire","Somme","La Faloise","01/03/2017"
"MACRON Emmanuel","M","BARBIER","Marc","Maire","Somme","Brouchy","01/03/2017"
"MACRON Emmanuel","M","PARPAILLON","Joseph","Maire","Loire-Atlantique","Orvault","01/03/2017"
"MACRON Emmanuel","M","NOËL","Benoit","Maire","Manche","Sébeville","01/03/2017"
"MACRON Emmanuel","M","VADROT","Nicolas","Maire","Vosges","La Neuveville-sous-Montfort","01/03/2017"
"MACRON Emmanuel","M","ATCHER","Daniel","Maire","Aveyron","Sauclières","01/03/2017"
"MACRON Emmanuel","M","BERNARD","Daniel","Maire","Jura","Chaux en Bresse (La)","01/03/2017"
"MACRON Emmanuel","M","SEBI","Jacques","Maire","Haute-Garonne","Montrabé","01/03/2017"
"MACRON Emmanuel","Mme","ZITO","Florence","Maire","Côte-d'Or","Saint-Nicolas-lès-Cîteaux","01/03/2017"
"MACRON Emmanuel","M","MILLOIR","Bernard","Maire","Côte-d'Or","Pouilly-en-Auxois","01/03/2017"
"MACRON Emmanuel","M","FRANÇOIS","Gwenhaël","Maire","Charente","Montbron","01/03/2017"
"MACRON Emmanuel","M","DAGRY","Gérard","Maire","Aisne","Braye-en-Laonnois","01/03/2017"
"MACRON Emmanuel","M","BASTIANI","Jean-Pierre","Maire","Haute-Garonne","Auterive","01/03/2017"
"MACRON Emmanuel","M","PREVOST","Alain","Maire","Pas-de-Calais","Souastre","01/03/2017"
"MACRON Emmanuel","M","MACHAT","Jean-Marie","Maire","Somme","Estréboeuf","01/03/2017"
"MACRON Emmanuel","M","FOURNIER","Yves","Maire","Aube","Aix-Villemaur-Pâlis","01/03/2017"
"MACRON Emmanuel","M","PAJANACCI","Jean-Dominique","Président-e d'un conseil de communauté de communes","Corse du Sud","Sartenais Valinco","01/03/2017"
"MACRON Emmanuel","M","DOURTHE","Pierre","Président-e d'un conseil de communauté de communes","Indre-et-Loire","Touraine-Est Vallées","01/03/2017"
"MACRON Emmanuel","M","KERLOGOT","Yannick","Conseiller/ère départemental-e","Côtes-d'Armor","","01/03/2017"
"MACRON Emmanuel","M","ROUSSELOT","Pierrick","Maire","Côtes-d'Armor","Saint-Quay-Perros","01/03/2017"
"MACRON Emmanuel","M","BRINGOUT","Christophe","Maire","Côte-d'Or","Labergement-lès-Auxonne","01/03/2017"
"MACRON Emmanuel","M","TOURAINE","Jean-Louis","Député-e","Rhône","3e","01/03/2017"
"MACRON Emmanuel","M","MORETTI","Alain","Conseiller/ère départemental-e","Vaucluse","","01/03/2017"
"MACRON Emmanuel","M","TORTOSA","Pierre","Maire","Isère","Châtenay","01/03/2017"
"MACRON Emmanuel","M","ESNOL","Philippe","Sénateur/trice","Yvelines","","01/03/2017"
"MACRON Emmanuel","Mme","SOLA","Hedwige","Maire","Hérault","Cruzy","01/03/2017"
"MACRON Emmanuel","M","GAMBIER","Dominique","Maire","Seine-Maritime","Déville-lès-Rouen","01/03/2017"
"MACRON Emmanuel","M","MAZARS","Stéphane","Conseiller/ère départemental-e","Aveyron","","01/03/2017"
"MACRON Emmanuel","M","CLUZEL","Laurent","Maire","Yonne","Bussières","01/03/2017"
"MACRON Emmanuel","M","CHAMBON","Louis","Maire","Cantal","Le Falgoux","01/03/2017"
"MACRON Emmanuel","M","BORDES","Jean-Claude","Maire","Haute-Garonne","Saint-Aventin","01/03/2017"
"MACRON Emmanuel","M","MROZ","Rodrigue","Maire","Pas-de-Calais","Récourt","01/03/2017"
"MACRON Emmanuel","M","FONT","Christian","Maire","Aveyron","Saint-Juéry","01/03/2017"
"MACRON Emmanuel","M","GARIN","Maryannick","Maire","Drôme","Clansayes","01/03/2017"
"MACRON Emmanuel","M","BESCHI","Serge","Maire","Isère","La Motte-d'Aveillans","01/03/2017"
"MACRON Emmanuel","M","PIENIEK","Pierre","Conseiller/ère départemental-e","Drôme","","01/03/2017"
"MACRON Emmanuel","Mme","RUYSSCHAERT","Christelle","Maire","Drôme","Saint-Sauveur-Gouvernet","01/03/2017"
"MACRON Emmanuel","M","BAZUS","Alain","Maire","Gironde","Saint-Philippe-du-Seignal","01/03/2017"
"MACRON Emmanuel","M","COMBEL","Laurent","Maire","Drôme","La Motte-Chalancon","01/03/2017"
"MACRON Emmanuel","Mme","SIANI WEMBOU","Virginie","Conseiller/ère départemental-e","Hautes-Pyrénées","","01/03/2017"
"MACRON Emmanuel","M","EICHENLAUB","Jean Christophe","Maire","Savoie","Montcel","01/03/2017"
"MACRON Emmanuel","Mme","PANATIER-CASES","Danielle","Maire","Haute-Garonne","Gouaux-de-Larboust","01/03/2017"
"MACRON Emmanuel","M","VALETTE","Bernard","Maire","Haute-Garonne","Le Cabanial","01/03/2017"
"MACRON Emmanuel","M","JACCAZ","Yann","Maire","Haute-Savoie","Praz-sur-Arly","01/03/2017"
"MACRON Emmanuel","M","LACOSTE","Xavier","Maire","Pyrénées-Atlantiques","Irissarry","01/03/2017"
"MACRON Emmanuel","M","MOREAU","Yves","Maire","Dordogne","Hautefort","01/03/2017"
"MACRON Emmanuel","M","DOLIN","Philippe","Maire","Vienne","Bouresse","01/03/2017"
"MACRON Emmanuel","M","MARCADET","Emmanuel","Maire","Seine-et-Marne","Bray-sur-Seine","01/03/2017"
"MACRON Emmanuel","M","MARIAGE","Bruno","Maire","Somme","Warlus","01/03/2017"
"MACRON Emmanuel","M","PEUTOT","Christian","Maire","Seine-et-Marne","Faÿ-lès-Nemours","01/03/2017"
"MACRON Emmanuel","Mme","LABORDE","Françoise","Sénateur/trice","Haute-Garonne","","01/03/2017"
"MACRON Emmanuel","M","BOIRE","Jean Yves","Maire","Loire","Perreux","01/03/2017"
"MACRON Emmanuel","M","BOUILLON","Patrick","Maire","Saône-et-Loire","Lugny-lès-Charolles","01/03/2017"
"MACRON Emmanuel","M","BLAY","Jean-Claude","Maire","Lot-et-Garonne","Verteuil-d'Agenais","01/03/2017"
"MACRON Emmanuel","M","COSTES","Pierre","Conseiller/ère départemental-e","Lot-et-Garonne","","01/03/2017"
"MACRON Emmanuel","M","CERVONI","Mathieu","Maire","Haute-Corse","Castifao","01/03/2017"
"MACRON Emmanuel","M","ARMANET","Guy","Maire","Haute-Corse","Santa-Maria-di-Lota","01/03/2017"
"MACRON Emmanuel","M","OGET","Éric","Maire","Haute-Garonne","Mirepoix-sur-Tarn","01/03/2017"
"MACRON Emmanuel","M","SELVINI","Venture","Maire","Haute-Corse","Vivario","01/03/2017"
"MACRON Emmanuel","M","PEREIRA","Georges","Maire","Nièvre","Fours","01/03/2017"
"MACRON Emmanuel","M","GOURLAY","Philippe","Maire","Indre","Roussines","01/03/2017"
"MACRON Emmanuel","M","BOILON","Claude","Maire","Puy-de-Dôme","Chappes","01/03/2017"
"MACRON Emmanuel","M","JARLIER","Pierre","Maire","Cantal","Saint-Flour","01/03/2017"
"MACRON Emmanuel","M","LAMY","Raymond","Maire","Allier","Saint-Sauvier","01/03/2017"
"MACRON Emmanuel","M","MEZARD","Jacques","Sénateur/trice","Cantal","","01/03/2017"
"MACRON Emmanuel","M","GAYDIER","Daniel","Maire","Puy-de-Dôme","Saint-Genès-Champespe","01/03/2017"
"MACRON Emmanuel","M","CHEVALEYRE","Daniel","Conseiller/ère départemental-e","Cantal","","01/03/2017"
"MACRON Emmanuel","M","CONSTANT","Michel","Maire","Cantal","Fontanges","01/03/2017"
"MACRON Emmanuel","M","ROCHETTE","Albert","Maire","Cantal","Sainte-Eulalie","01/03/2017"
"MACRON Emmanuel","M","LE FOL","Philippe","Maire","Essonne","Avrainville","01/03/2017"
"MACRON Emmanuel","M","OULES","Marcel","Maire","Seine-et-Marne","Chanteloup-en-Brie","01/03/2017"
"MACRON Emmanuel","M","PATRIAT","François","Sénateur/trice","Côte-d'Or","","01/03/2017"
"MACRON Emmanuel","M","BLONSKY","Thomas","Maire","Eure-et-Loir","Chapelle-Royale","01/03/2017"
"MACRON Emmanuel","M","ZANNIER","Jean-Pierre","Maire","Yvelines","Raizeux","01/03/2017"
"MACRON Emmanuel","M","DESORMEAU-BEDOT","Jacques","Maire délégué-e","Calvados","Valdalliere","01/03/2017"
"MACRON Emmanuel","M","FORTIN","Michel","Maire","Orne","Aunou-sur-Orne","01/03/2017"
"MACRON Emmanuel","M","LECOEUR","Pascal","Maire","Calvados","Saint-Aignan-de-Cramesnil","01/03/2017"
"MACRON Emmanuel","M","LECERF","Théophile","Maire","Calvados","Donnay","01/03/2017"
"MACRON Emmanuel","M","CASTERAN","Philippe","Maire","Haute-Garonne","Sédeilhac","01/03/2017"
"MACRON Emmanuel","M","OMISOS","Gérard","Maire","Hautes-Pyrénées","Saint-Savin","01/03/2017"
"MACRON Emmanuel","M","JASSEY","Michel","Maire","Doubs","Devecey","01/03/2017"
"MACRON Emmanuel","M","LAVAL","Frédéric","Conseiller/ère départemental-e","Hautes-Pyrénées","","01/03/2017"
"MACRON Emmanuel","M","PELIEU","Michel","Conseiller/ère départemental-e","Hautes-Pyrénées","","01/03/2017"
"MACRON Emmanuel","M","IACOBBI","Christophe","Maire","Alpes-de-Haute-Provence","Allons","01/03/2017"
"MACRON Emmanuel","M","SOULADIE","Daniel","Maire","Lot","Le Vigan","01/03/2017"
"MACRON Emmanuel","M","MARTIN","Laurent","Maire","Lot","Fons","01/03/2017"
"MACRON Emmanuel","M","PEILLEX","Jean-Marc","Maire","Haute-Savoie","Saint-Gervais-les-Bains","01/03/2017"
"MACRON Emmanuel","M","MANET","Gérard","Maire","Loire","Tartaras","01/03/2017"
"MACRON Emmanuel","M","VINCENT","Maurice","Sénateur/trice","Loire","","01/03/2017"
"MACRON Emmanuel","M","LE CHATTON","Sylvain","Maire","Oise","Liancourt-Saint-Pierre","01/03/2017"
"MACRON Emmanuel","Mme","BOUYGUES","Claudine","Membre du Conseil de Paris","Paris","","01/03/2017"
"MACRON Emmanuel","M","LAFON","Bernard","Maire","Lot","Flaujac-Poujols","01/03/2017"
"MACRON Emmanuel","M","BAULES","Jean-François","Maire","Tarn","Técou","01/03/2017"
"MACRON Emmanuel","M","BARDOLS","Marcel","Maire","Tarn-et-Garonne","Saint-Vincent-Lespinasse","01/03/2017"
"MACRON Emmanuel","M","GENEVOIS","Yves","Maire","Isère","Vaujany","01/03/2017"
"MACRON Emmanuel","M","MAGOT","Stéphane","Maire","Lot","Peyrilles","01/03/2017"
"MACRON Emmanuel","Mme","JOULIA","Nicole","Conseiller/ère départemental-e","Bouches-du-Rhône","","01/03/2017"
"MACRON Emmanuel","M","VIELLIARD","Antoine","Maire","Haute-Savoie","Saint-Julien-en-Genevois","01/03/2017"
"MACRON Emmanuel","M","TRAC","Jean","Maire","Sarthe","Chérisay","01/03/2017"
"MACRON Emmanuel","M","NIRONI","Daniel","Maire","Var","Barjols","01/03/2017"
"MACRON Emmanuel","M","PARLANTI","Alain","Maire","Var","Les Arcs","01/03/2017"
"MACRON Emmanuel","Mme","BOYER","Pascale","Conseiller/ère départemental-e","Hautes-Alpes","","01/03/2017"
"MACRON Emmanuel","Mme","PAULO","Nicole","Conseiller/ère départemental-e","Lot","","01/03/2017"
"MACRON Emmanuel","Mme","THIEUX LOUIT","Véronique","Maire","Gers","Lupiac","01/03/2017"
"MACRON Emmanuel","M","MEDINA","Robert","Maire","Haute-Garonne","Mondouzil","01/03/2017"
"MACRON Emmanuel","M","DIZENGREMEL","Ludovic","Maire","Lot","Mercuès","01/03/2017"
"MACRON Emmanuel","M","LACHENMAIER","Fabrice","Maire","Alpes-Maritimes","Le Mas","01/03/2017"
"MACRON Emmanuel","M","DECAUX","Jacques","Maire","Somme","Sorel","01/03/2017"
"MACRON Emmanuel","M","HOUEIX","Raymond","Maire","Morbihan","Le Cours","01/03/2017"
"MACRON Emmanuel","M","VALPREMIT","Antoine","Maire","Mayenne","Sacé","01/03/2017"
"MACRON Emmanuel","M","BRAULT","Jean","Maire","Mayenne","La Chapelle-Anthenaise","01/03/2017"
"MACRON Emmanuel","M","MARTIGNE","Jean-Louis","Maire","Côtes-d'Armor","Caurel","01/03/2017"
"MACRON Emmanuel","M","LE CROISIER","Joël","Maire","Côtes-d'Armor","Trébrivan","01/03/2017"
"MACRON Emmanuel","M","LENOIR","Daniel","Maire","Mayenne","Villaines-la-Juhel","01/03/2017"
"MACRON Emmanuel","M","CARRE","Arnaud","Maire","Côtes-d'Armor","Le Quiou","01/03/2017"
"MACRON Emmanuel","M","DELAHOCHE","Michel","Maire","Oise","Mogneville","01/03/2017"
"MACRON Emmanuel","M","DUBERTRAND","Roland","Maire","Hautes-Pyrénées","Monfaucon","01/03/2017"
"MACRON Emmanuel","M","QUESTEL","Bruno","Conseiller/ère départemental-e","Eure","","01/03/2017"
"MACRON Emmanuel","M","ANSELLIN","Jean-Marie","Maire","Somme","Neuvillette","01/03/2017"
"MACRON Emmanuel","M","LIENARD","Michel","Maire","Nord","Rumilly-en-Cambrésis","01/03/2017"
"MACRON Emmanuel","M","BLAIRON","Daniel","Maire","Nord","Quiévy","01/03/2017"
"MACRON Emmanuel","Mme","BUTEAU","Virginie","Maire","Nièvre","Saint-Hilaire-en-Morvan","01/03/2017"
"MACRON Emmanuel","M","DUMARAIS","François","Maire","Nièvre","Planchez","01/03/2017"
"MACRON Emmanuel","M","JACQUEMIN","Bernard","Maire","Cher","Osmoy","01/03/2017"
"MACRON Emmanuel","M","TOMASINI","Jacques-André","Maire","Haute-Corse","Castirla","01/03/2017"
"MACRON Emmanuel","M","DENAGISCARDE","Camille","Maire","Hautes-Pyrénées","Tournay","01/03/2017"
"MACRON Emmanuel","M","DARTIAILH","Jean-Louis","Maire","Gironde","Hostens","01/03/2017"
"MARCHANDISE Charlotte","M","GLORIA","Fabrice","Maire","Orne","Moulins-la-Marche","01/03/2017"
"MARCHANDISE Charlotte","M","DORANLO","Henri","Maire","Ille-et-Vilaine","Maxent","01/03/2017"
"MARCHANDISE Charlotte","Mme","VINCENT","Sandrine","Maire","Ille-et-Vilaine","Chevaigné","01/03/2017"
"MARCHANDISE Charlotte","Mme","CLEMENT","Yvette","Maire","Côtes-d'Armor","Trémargat","01/03/2017"
"MELENCHON Jean-Luc","M","MAGNIN-FEYSOT","Guy","Maire","Doubs","Levier","01/03/2017"
"MELENCHON Jean-Luc","M","MARIUZZO","Michel","Maire","Meurthe-et-Moselle","Piennes","01/03/2017"
"MELENCHON Jean-Luc","M","RIGHI","Laurent","Maire","Meurthe-et-Moselle","Hussigny-Godbrange","01/03/2017"
"MELENCHON Jean-Luc","M","POIROT","Gilbert","Conseiller/ère départemental-e","Vosges","","01/03/2017"
"MELENCHON Jean-Luc","M","LEROUGE","Nicolas","Maire","Marne","Braux-Saint-Remy","01/03/2017"
"MELENCHON Jean-Luc","M","GUICHARD","Rémy","Maire","Yonne","Marmeaux","01/03/2017"
"MELENCHON Jean-Luc","M","BERNARD","Tony","Maire","Puy-de-Dôme","Châteldon","01/03/2017"
"MELENCHON Jean-Luc","M","DEFOUGERE","Gérard","Maire","Indre","Le Magny","01/03/2017"
"MELENCHON Jean-Luc","M","PETIT","Philippe","Maire","Haute-Garonne","Saint-Sauveur","01/03/2017"
"MELENCHON Jean-Luc","M","LESTOCARD","Jean-Pierre","Maire","Pas-de-Calais","Baralle","01/03/2017"
"MELENCHON Jean-Luc","M","DARRIEUTORT","Joseph","Maire","Landes","Lamothe","01/03/2017"
"MELENCHON Jean-Luc","M","DELCROIX","Jacques","Maire","Nord","Wavrechain-sous-Denain","01/03/2017"
"MELENCHON Jean-Luc","M","SORIANO","Michel","Maire","Gers","Lasséran","01/03/2017"
"MELENCHON Jean-Luc","M","MINGAUD","Pierre","Maire","Bouches-du-Rhône","La Penne-sur-Huveaune","01/03/2017"
"MELENCHON Jean-Luc","Mme","PASSEBOSC","Brigitte","Maire","Pas-de-Calais","Saint-Etienne-au-Mont","01/03/2017"
"MELENCHON Jean-Luc","M","NOURY","Pascal","Maire","Essonne","Morangis","01/03/2017"
"MELENCHON Jean-Luc","M","FROMENT","Raymond","Maire","Aisne","Lehaucourt","01/03/2017"
